name,category,address,zip,city,phone,email,website,contact_page
Chick-fil-A,amenity:fast_food,"2319 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1 618-391-0563,,https://www.chick-fil-a.com/locations/il/edwardsville-il,https://www.chick-fil-a.com/locations/il/edwardsville-il#about-us
Chicken Salad Chick,amenity:fast_food,"2323 Plum Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,https://www.chickensaladchick.com/edwardsville/?utm_source=GMB&utm_medium=organic&utm_campaign=edwardsville,
Chipotle,amenity:fast_food,"2200 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-307-6010,,https://locations.chipotle.com/il/edwardsville,https://locations.chipotle.com/il/edwardsville
Circle K,amenity:fuel,"1089 South State Route 157, Edwardsville, 62025",62025,"Edwardsville, IL",,,,
Circle K,shop:convenience,"629 West Schwarz Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,,
Clarkson Eyecare,shop:optician,"6663 Edwardsville Crossing Drive, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-659-2320,eyecarepartners@steadyrain.com,https://www.clarksoneyecare.com/locations/il/edwardsville/edwardsville-crossing,https://www.clarksoneyecare.com/eye-care-services/contact-lens-exam
Cleaon Etzkorn Bandstand,amenity:theatre,"112 South Kansas Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,,
Club Carwash,amenity:car_wash,"6627 Governors Parkway, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,https://clubcarwash.com/locations/edwardsville-il-governors-parkway/,https://clubcarwash.com/locations/edwardsville-il-governors-parkway/
CMT,office:consulting,"314 Wolf Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-656-0470,,https://www.cmtengr.com/,https://www.cmtengr.com/contact-us/
Coldwell Banker,office:estate_agent,"2205 South State Route 157, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-692-7290,info@cbbrownrealtors.com,https://www.coldwellbanker.com/il/edwardsville/offices/coldwell-banker-brown-realtors/oid-P00400000FDdqSVuMbGoHiNkfT5hMguxnoFBq0ix,
Commerce Bank,amenity:bank,"6675 Edwardsville Crossing Drive, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,,
Corner Tavern,amenity:bar,"1013 North Main Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,,
Courage & Grace,shop:yes,"102 East Vandalia Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,mllegeorgesand@gmail.com,https://courageandgracedesigns.com/,https://courageandgracedesigns.com/pages/about-us
Crazy Bowls & Wraps,amenity:restaurant,"6679 Edwardsville Crossing Drive, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-692-9727,,,
Culver's,amenity:fast_food,"6724 Goshen Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1 618-692-0800,,https://www.culvers.com/restaurants/edwardsville,https://www.contactculvers.com/
Cut 'N Up,shop:hairdresser,"1719 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-692-6235,,,
Da Faustina,amenity:restaurant,"3 Via Roma, Sefro, 62025",62025,"Edwardsville, IL",,,,
Dewey's Pizza,amenity:restaurant,"112 East Vandalia Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-656-2200,,https://deweyspizza.com/,https://deweyspizza.com/contact/
Diamond Nails,shop:beauty,"1528 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-692-8269,erickhuynh2014@yahoo.com,https://edwardsvillediamondnails.com/,
Dick's Sporting Goods,shop:sports,"2401,2409,2413,2417,2421 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,,
Dierbergs,shop:supermarket,"6667,6671 Edwardsville Crossing Drive, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-307-3800,,https://www.dierbergs.com/store-locations/edwardsville-crossing,https://www.dierbergs.com/store-locations/edwardsville-crossing
Dieterich Bank,amenity:bank,"2159 South State Route 157, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,https://www.dieterichbank.com/,https://www.dieterichbank.com/about-us/contact-us/
DK Nails & Spa,shop:beauty,"2212 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-616-4372,,https://www.facebook.com/Dknailsandspa/,
Dobb's Tire Auto Center,shop:tyres,"1200 South State Route 157, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-961-8800,,https://www.gotodobbs.com/locations/west-edwardsville-rt-157/,https://www.gotodobbs.com/contact-us/
Doc's Smokehouse,amenity:restaurant,"6108 Shoger Drive, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-656-6060,,https://docssmokehouse.com/,
Doll Corner,shop:antiques,"207 West High Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,,
Dollar Tree,shop:variety_store,"1504 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-217-1965,,https://locations.dollartree.com/il/edwardsville/1504-troy-road,https://www.dollartree.com/customer-service-main
Domino's,amenity:fast_food,"120 East Vandalia Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1 619-692-1515,,https://pizza.dominos.com/illinois/edwardsville/120-e-vandalia-st,https://www.dominos.com/en/about-pizza/
DQ Grill & Chill,amenity:fast_food,"400 South Buchanan Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1 618-692-8191,,https://www.facebook.com/Dairy-Queen-of-Edwardsville-IL-151301308256415/,
Drivers and Motor Vehicles Facility,office:government,"1502A Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-656-8956,,https://apps.ilsos.gov/facilityfinder/facilityfinder?command=getFacilityDetails&facilityId=080,https://apps.ilsos.gov/facilityfinder/facilityfinder?command=getFacilityDetails&facilityId=080
Drunken Fish,amenity:restaurant,"6151 Trace Parkway Drive, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,munsok.so@sohospitalitygroup.com,http://drunkenfish.com/,http://www.drunkenfish.com/contact-us
E'ville Fitness,leisure:fitness_centre,"233 Harvard Drive, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-692-5152,carie@evillefitness.com,https://evillefitness.com/,
Ed's Delicatessin,shop:deli,"222 North Main Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,ed@yellowdoghospitality.com,https://www.edsdelicatessen.com/,https://www.edsdelicatessen.com/contact-us/
Edible Arrangements,shop:gift,"447 South Buchanan Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1 618 656 2400,,https://www.ediblearrangements.com/stores/447-s-buchanan-edwardsville-il-62025,https://www.ediblearrangements.com/stores/447-s-buchanan-edwardsville-il-62025
Edward Jones,office:financial_advisor,"442 South Buchanan Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1 618 656 3622,,https://www.edwardjones.com/us-en/financial-advisor/bill-schiber,https://www.edwardjones.com/us-en/contact-us
Edwardsville Family Dentist,amenity:dentist,"1811 Lindenwood Avenue, Edwardsville, 62025",62025,"Edwardsville, IL",+1-618-659-0456,info@edwardsvilleildentist.com,https://www.edwardsvilleildentist.com/,
Edwardsville Flea Market,amenity:marketplace,"1506 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-655-0875,edwfleamarket@outlook.com,,
Edwardsville Pet Hospital,amenity:veterinary,"423 South Buchanan Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1 618 656 7656,edwardsvilleph@yourvetdoc.com,https://edwardsvillepethosp.com/,https://edwardsvillepethosp.com/contact
Edwardsville Post Office,shop:musical_instrument,"132 North Kansas Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,https://www.swingcitymusic.com/,https://www.swingcitymusic.com/contact-us/
Edwardsville Township Offices,office:government,"300 West Park Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,,
El Maguey,amenity:restaurant,"1534 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-659-3744,contact@el-maguey-edwardsville.com,http://www.el-maguey-edwardsville.com/,
Elegant Brides,shop:clothes,"6 Club Centre Court, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-656-5353,contact@mysite.com,https://www.elegant-brides.com/,https://www.elegant-brides.com/
Evermore Gallery,shop:tattoo,"100 East Vandalia Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,,
"EXO: Nail Bar, Med Spa, Lounge",shop:beauty,"2 157 Center, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-692-9696,info@visitexo.com,https://visitexo.com/nail-bar,https://visitexo.com/nail-bar
Famous Footwear,shop:shoes,"2306 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,,
Farmacia Rossi,amenity:pharmacy,"6 Largo Giacomo Leopardi, Pioraco, 62025",62025,"Edwardsville, IL",+39 0737 42147,info@farmaciapioraco.it,https://farmaciapioraco.it/,
Firehouse Subs,amenity:fast_food,"2004 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,,
First Mid Band & Trust ATM,amenity:bank,"6604 Center Grove Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,,
First Mid-Illinois Bank & Trust,amenity:bank,"6814 Goshen Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,,
Five Guys,amenity:fast_food,"1990 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1 618-307-5988,marketing@fiveguys.com,https://restaurants.fiveguys.com/1990-troy-road,https://www.fiveguys.com/contact-us
Flint Cooper,office:lawyer,"222 East Park Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-866-461-3220,info@flintcooper.com,https://www.flintcooper.com/,https://www.flintcooper.com/contact/
Foundry Public House,amenity:restaurant,"126 North Main Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,,
Franklin Fixtures Restaurant Equipment,shop:restaurant_equipment,"223 St Andrews Avenue, Edwardsville, 62025",62025,"Edwardsville, IL",,,https://franklinfixturesco.com/Contact.html,
Freddy's,amenity:fast_food,"2204 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-692-5096,,https://freddysusa.com/store/edwardsville/,https://freddysusa.com/contact-us
Friar Tuck Berverage,shop:alcohol,"6715 Goshen Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,https://edwardsville.friartuckonline.com/,https://edwardsville.friartuckonline.com/contact-us.html
Fusion Taco,amenity:restaurant,"1017 Century Drive, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-307-5656,,,
Global Brew Tap House,amenity:restaurant,"2329 Plum Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+16183075858,,https://edwardsville.globalbrew.com/,https://edwardsville.globalbrew.com/
Golden Oak Pancake House,amenity:restaurant,"6663 Edwardsville Crossing Drive, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,,
GOSHEN BUTCHER SHOP,shop:butcher,"246 North Main Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,http://www.goshenbutchershop.com/,
Goshen Coffee,amenity:cafe,"6120 Shoger Drive, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-650-9086,sales@goshencoffee.com,https://goshencoffee.com/,https://goshencoffee.com/pages/about
Green Earth Grocery,shop:health_food,"441 South Buchanan Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1 618 656 3375,greeneathgrocer@gmail.com,https://www.greenearthgrocer.com,
Gulf Shores Restaurant & Grill,amenity:restaurant,"215 Harvard Drive, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-650-9109,,https://www.gulfshoresrestaurantandgrill.com/edwardsville-il/,
Hair Saloon for Men,shop:hairdresser,"6655 Edwardsville Crossing Drive, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-656-5969,,https://hairsaloon.com/locations/edwardsville-il/,https://hairsaloon.com/contact/
Happy Up Inc.,shop:toys,"6654 Edwardsville Crossing Dr., Edwardsville, 62025",62025,"Edwardsville, IL",+1-618-656-9596,help@happyupinc.com,https://www.happyupinc.com/,
Hawaiian Bros Island Grill,amenity:restaurant,"2386 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-688-2996,media@hawaiianbros.com,https://hawaiianbros.com/locations/edwardsville/,https://hawaiianbros.com/contact
Heroic Adventures Comics and Games,shop:books,"1005 Century Drive, Edwardsville, 62025",62025,"Edwardsville, IL",,,https://www.fantasybooksinc.com/index.php?option=com_content&view=article&id=13&Itemid=117,https://www.fantasybooksinc.com/index.php?option=com_content&view=article&id=13&Itemid=117
Hibbett Sports,shop:sports,"2302 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,,
Holiday Cleaners,shop:dry_cleaning,"110 Hillsboro Avenue, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-656-0202,,,
HomeGoods,shop:houseware,"2300 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1 618-659-8753,,https://www.homegoods.com/store-details/Edwardsville-IL-62025/858,https://www.homegoods.com/store-details/Edwardsville-IL-62025/858#about
Honeybaked,amenity:fast_food,"1508 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,hbhcatering@hbham.com,https://www.honeybaked.com/stores/1302,https://www.honeybaked.com/stores/1302
Hotshots Sports Bar and Grill,amenity:restaurant,"2511 South State Route 157, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-307-9723,customerservice@hotshotsnet.com,https://hotshotsnet.com/locations/edwardsville-il/,https://hotshotsnet.com/contact/
Hudson Jewlers,shop:jewelry,"6679 Edwardsville Crossing Drive, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-656-3188,info@stagheaddesigns.com,https://www.hudsonjewelers.com/,https://www.hudsonjewelers.com/pages/contact-us
IP,amenity:fuel,"Località Piani di Lanciano, Pioraco, 62025",62025,"Edwardsville, IL",,,,
Jacks 66 Auto Repair,shop:car_repair,"601 North Main Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-656-5362,,https://jacks66autorepair.com/,https://jacks66autorepair.com/contact-us/
Jan's Hallmark Shop,shop:stationery,"2312 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,,
Jersey Mike's Subs,amenity:fast_food,"1990 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,https://www.jerseymikes.com/27087/edwardsville-il,https://www.jerseymikes.com/contact-us
Joe Muggs,shop:coffee,"6601 Edwardsville Crossing Drive, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,https://www.booksamillion.com/joemuggs,
Joe's Market Basket,shop:supermarket,"447 South Buchanan Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1 618 656 9055,,https://www.joesmarketbasket.com,https://www.joesmarketbasket.com/contact
Joe's Pizza and Pasta,amenity:restaurant,"4 Club Centre Court, Edwardsville, 62025",62025,"Edwardsville, IL",+1-618-655-9400,,http://www.orderjoes.com/menu.html,
Johnson Fitness & Wellness Store,shop:sports,"6655 Edwardsville Crossing Drive, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-800-6038,,https://www.johnsonfitness.com/Edwardsville-IL-Exercise-Equipment-Store,
Just Right Eating Edwardsville,amenity:restaurant,"2329 Plum Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,https://justrighteating.com/,https://justrighteating.com/pages/contact-us
Kettle River Furniture & Bedding,shop:furniture,"1091 South State Route 157, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,,
KingCity Liquor,shop:convenience,"332 South Buchanan Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-656-3729,,,
Kirkland's,shop:interior_decoration,"6624 Edwardsville Crossing Drive, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-692-2289,,https://www.kirklands.com/custserv/store.jsp?storeName=Edwardsville%20Crossing,
Kloss Furniture,shop:furniture,"6132 Shoger Drive, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-744-6033,,https://www.facebook.com/KlossFurnitureandOutletEdwardsvilleIL/,https://www.facebook.com/KlossFurnitureandOutletEdwardsvilleIL/
Kohl's,shop:department_store,"2120 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1 618-692-4710,,https://www.kohls.com/stores/il/edwardsville-672.shtml,https://www.kohls.com/faq/article/623
La Casa Mexicana,amenity:restaurant,"201 Harvard Drive, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-655-9606,info@lacasamexicanatogo.com,https://www.lacasamexicanatogo.com/,
La Fonda Mexican Restaurant,amenity:restaurant,"2310 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,,,
Larry's Hair and Skin Care,shop:beauty,"517 East Vandalia Street, Edwardsville, 62025",62025,"Edwardsville, IL",+1-618-656-4950,,,
Lion's Choice,amenity:fast_food,"2384 Troy Road, Edwardsville, IL, 62025",62025,"Edwardsville, IL",+1-618-208-3777,,https://order.lionschoice.com/menu/edwardsville-il,https://order.lionschoice.com/menu/edwardsville-il
Madison County Administration Building,office:government,"157 North Main Street, Edwardsville, IL, 62025",62025,"Edwardsville, IL",,webmaster@co.madison.il.us,https://www.co.madison.il.us/,https://www.co.madison.il.us/government/county_board/contact_the_board/Contact_the_Board.php
